"0.07058931241798151","0.06079287087618641"
"-0.6562700277718436","-0.6465041047395246","-0.6562700277718436","-0.6484572893459883","-0.6601763969847713","-0.6465041047395246","-0.6582232123783075","-0.6484572893459883","-0.6601763969847713","-0.6504104739524522","-0.6601763969847713","-0.652363658558916","-0.6621295815912351","-0.652363658558916","-0.6621295815912351","-0.6504104739524522","-0.6621295815912351","-0.652363658558916","-0.6621295815912351","-0.652363658558916","-0.6601763969847713","-0.6504104739524522","-0.6601763969847713","-0.6504104739524522","-0.6582232123783075","-0.6504104739524522","-0.6601763969847713","-0.6484572893459883","-0.6582232123783075","-0.6465041047395246","-0.6562700277718436","-0.6465041047395246","-0.6582232123783075","-0.6484572893459883","-0.6582232123783075","-0.6484572893459883","-0.6582232123783075","-0.6484572893459883","-0.6582232123783075","-0.6465041047395246"
"0.5317545091097751","0.5079500717184973","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5238196966460158","0.5158848841822565","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5238196966460158","0.5317545091097751","0.5158848841822565","0.5238196966460158","0.5317545091097751","0.5158848841822565","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5238196966460158","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5158848841822565","0.5396893215735343","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5396893215735343","0.5238196966460158","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5158848841822565","0.5396893215735343","0.5158848841822565","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5396893215735343","0.5238196966460158","0.5317545091097751","0.5158848841822565","0.5238196966460158","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5396893215735343","0.5158848841822565","0.5396893215735343","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5396893215735343","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5317545091097751","0.5396893215735343","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5158848841822565","0.5317545091097751","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5158848841822565","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5238196966460158","0.5317545091097751","0.5396893215735343","0.5158848841822565","0.5317545091097751","0.5238196966460158","0.5158848841822565","0.5317545091097751","0.5396893215735343","0.5158848841822565"
"0.2619098483230079","0.26984466078676717","0.25397503585924863","0.26984466078676717","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.24604022339548937","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.24604022339548937","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.24604022339548937","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.24604022339548937","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.25397503585924863","0.2619098483230079","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.26984466078676717","0.2619098483230079","0.25397503585924863","0.2619098483230079"
