1519822451.860066,-5.153,114.13100000000001
1519822451.863903,-5.16,114.14900000000002
1519822451.867038,-5.169,114.165
1519822451.886177,-5.177,114.17800000000001
1519822451.89409,-5.181,114.17800000000001
1519822451.906248,-5.186,114.169
1519822451.913048,-5.192,114.16600000000001
1519822451.925386,-5.199,114.14900000000002
1519822451.937541,-5.208,114.13700000000001
1519822451.955513,-5.217,114.11399999999999
1519822451.966138,-5.225,114.08999999999999
1519822451.97622,-5.232,114.06500000000001
1519822451.984933,-5.241,114.03500000000001
1519822451.998389,-5.252,114.01100000000001
1519822452.00889,-5.26,113.98200000000001
1519822452.026177,-5.272,113.96
1519822452.033659,-5.285,113.944
1519822452.045993,-5.298,113.91600000000001
1519822452.056964,-5.312,113.884
1519822452.069103,-5.33,113.859
1519822452.083673,-5.345,113.83999999999999
1519822452.09367,-5.365,113.83
1519822452.104995,-5.384,113.831
1519822452.117358,-5.406,113.82700000000001
1519822452.135447,-5.429,113.82799999999999
1519822452.141332,-5.452,113.82600000000001
1519822452.152773,-5.475,113.83200000000001
1519822452.165668,-5.5,113.818
1519822452.186157,-5.527,113.801
1519822452.189369,-5.556,113.78600000000002
1519822452.200952,-5.589,113.765
1519822452.213586,-5.62,113.73
1519822452.225144,-5.658,113.681
1519822452.241564,-5.694,113.634
1519822452.249407,-5.73,113.59400000000001
1519822452.262294,-5.763,113.567
1519822452.272851,-5.796,113.539
1519822452.293656,-5.832,113.514
1519822452.296963,-5.863,113.49300000000001
1519822452.309117,-5.896,113.47600000000001
1519822452.320959,-5.927,113.473
1519822452.333064,-5.957,113.44600000000001
1519822452.345162,-5.983,113.40400000000001
1519822452.357446,-6.007,113.36900000000001
1519822452.368613,-6.028,113.34400000000001
1519822452.381652,-6.044,113.31600000000002
1519822452.396482,-6.056,113.28600000000002
1519822452.405329,-6.064,113.253
1519822452.416698,-6.07,113.21900000000001
1519822452.429428,-6.071,113.16700000000002
1519822452.445477,-6.069,113.111
1519822452.453796,-6.063,113.06099999999999
1519822452.465227,-6.054,113.015
1519822452.477226,-6.044,112.966
1519822452.488583,-6.027,112.92200000000001
1519822452.504967,-6.008,112.86800000000001
1519822452.512651,-5.988,112.812
1519822452.525376,-5.965,112.748
1519822452.536958,-5.936,112.683
1519822452.556727,-5.904,112.62599999999999
1519822452.560995,-5.868,112.586
1519822452.57285,-5.826,112.55300000000001
1519822452.584987,-5.784,112.53099999999999
1519822452.59734,-5.738,112.51299999999999
1519822452.611879,-5.691,112.503
1519822452.621544,-5.644,112.496
1519822452.633508,-5.595,112.496
1519822452.645449,-5.55,112.486
1519822452.66363,-5.505,112.473
1519822452.669505,-5.461,112.44700000000002
1519822452.681008,-5.419,112.41700000000002
1519822452.692792,-5.377,112.38600000000001
